time,S_su,S_aa,S_fa,S_va,S_bu,S_pro,S_ac,S_h2,S_ch4,S_IC,S_IN,S_I,X_c,X_ch,X_pr,X_li,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,X_I,S_cation,S_anion,Q
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.179593131679939,27.16358871560261,2.4040203724290903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.08334922808132
0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.512336307241844,28.138409454765483,2.571292276123949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.2141754750678
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.581024748741434,26.497453479641585,2.605453171892503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.20979059651148
0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.500384226666558,26.142232907368694,2.668980742990421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.82819368907667
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4473915067158,26.799103562063003,2.450703232366199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.8712556813572
1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.218771606887659,28.600481207109958,2.7181576365796474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.8580672009769
1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.996436873343901,25.884659299408277,2.4001052947167723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.11302256930534
1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.094059133737199,25.190007718745026,2.5702557732817817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.2654044021296
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.29202852265604,28.162575700790484,2.717702407668582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.65567421097498
2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.973526299339575,28.446724136163155,2.55557678402472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.58459139217396
2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.834980842708713,28.7719102702469,2.806527596409865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.40970730882046
2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.528903426678971,25.910831381766517,2.7351822436397115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.7384677721641
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.693543688639334,27.313144702905227,2.7453559401910725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.38506113441505
3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.699060238662277,27.504961274625842,2.6977244055961562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.48217167417147
3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.971954413394945,25.36084959211695,2.647184693191571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.38183408303263
3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.02040780332787,26.391278855729567,2.737201666437284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.88854219252872
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.122593049987128,26.316234567583766,2.782234672085373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.2560655805683
4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.268675254484005,27.09770926597279,2.65763023043794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.48045356747744
4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.630864030261185,28.469498870988488,2.573320588610936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.46261802115322
